country,countryCode,region,regionCode,city,cityCode,district,districtCode,street,streetCode,
中国,CN,辽宁省,210000,丹东市,210600,元宝区,210602,,,
中国,CN,辽宁省,210000,丹东市,210600,振兴区,210603,,,
中国,CN,辽宁省,210000,丹东市,210600,振安区,210604,,,
中国,CN,辽宁省,210000,丹东市,210600,宽甸满族自治县,210624,,,
中国,CN,辽宁省,210000,丹东市,210600,东港市,210681,,,
中国,CN,辽宁省,210000,丹东市,210600,凤城市,210682,,,
中国,CN,辽宁省,210000,锦州市,210700,古塔区,210702,,,
中国,CN,辽宁省,210000,锦州市,210700,凌河区,210703,,,
中国,CN,辽宁省,210000,锦州市,210700,太和区,210711,,,
中国,CN,辽宁省,210000,锦州市,210700,黑山县,210726,,,
中国,CN,辽宁省,210000,锦州市,210700,义县,210727,,,
中国,CN,辽宁省,210000,锦州市,210700,凌海市,210781,,,
中国,CN,辽宁省,210000,锦州市,210700,北镇市,210782,,,
中国,CN,辽宁省,210000,营口市,210800,站前区,210802,,,
中国,CN,辽宁省,210000,营口市,210800,西市区,210803,,,
中国,CN,辽宁省,210000,营口市,210800,鲅鱼圈区,210804,,,
中国,CN,辽宁省,210000,营口市,210800,老边区,210811,,,
中国,CN,辽宁省,210000,营口市,210800,盖州市,210881,,,
中国,CN,辽宁省,210000,营口市,210800,大石桥市,210882,,,
中国,CN,辽宁省,210000,阜新市,210900,海州区,210902,,,
中国,CN,辽宁省,210000,阜新市,210900,新邱区,210903,,,
中国,CN,辽宁省,210000,阜新市,210900,太平区,210904,,,
中国,CN,辽宁省,210000,阜新市,210900,清河门区,210905,,,
中国,CN,辽宁省,210000,阜新市,210900,细河区,210911,,,
中国,CN,辽宁省,210000,阜新市,210900,阜新蒙古族自治县,210921,,,
中国,CN,辽宁省,210000,阜新市,210900,彰武县,210922,,,
中国,CN,辽宁省,210000,辽阳市,211000,白塔区,211002,,,
中国,CN,辽宁省,210000,辽阳市,211000,文圣区,211003,,,
中国,CN,辽宁省,210000,辽阳市,211000,宏伟区,211004,,,
中国,CN,辽宁省,210000,辽阳市,211000,弓长岭区,211005,,,
中国,CN,辽宁省,210000,辽阳市,211000,太子河区,211011,,,
中国,CN,辽宁省,210000,辽阳市,211000,辽阳县,211021,,,
中国,CN,辽宁省,210000,辽阳市,211000,灯塔市,211081,,,
中国,CN,辽宁省,210000,盘锦市,211100,双台子区,211102,,,
中国,CN,辽宁省,210000,盘锦市,211100,兴隆台区,211103,,,
中国,CN,辽宁省,210000,盘锦市,211100,大洼区,211104,,,
中国,CN,辽宁省,210000,盘锦市,211100,盘山县,211122,,,
中国,CN,辽宁省,210000,铁岭市,211200,银州区,211202,,,
中国,CN,辽宁省,210000,铁岭市,211200,清河区,211204,,,
中国,CN,辽宁省,210000,铁岭市,211200,铁岭县,211221,,,
中国,CN,辽宁省,210000,铁岭市,211200,西丰县,211223,,,
中国,CN,辽宁省,210000,铁岭市,211200,昌图县,211224,,,
中国,CN,辽宁省,210000,铁岭市,211200,调兵山市,211281,,,
中国,CN,辽宁省,210000,铁岭市,211200,开原市,211282,,,
中国,CN,辽宁省,210000,朝阳市,211300,双塔区,211302,,,
中国,CN,辽宁省,210000,朝阳市,211300,龙城区,211303,,,
中国,CN,辽宁省,210000,朝阳市,211300,朝阳县,211321,,,
中国,CN,辽宁省,210000,朝阳市,211300,建平县,211322,,,
中国,CN,辽宁省,210000,朝阳市,211300,喀喇沁左翼蒙古族自治县,211324,,,
中国,CN,辽宁省,210000,朝阳市,211300,北票市,211381,,,
中国,CN,辽宁省,210000,朝阳市,211300,凌源市,211382,,,
中国,CN,辽宁省,210000,葫芦岛市,211400,连山区,211402,,,
中国,CN,辽宁省,210000,葫芦岛市,211400,龙港区,211403,,,
中国,CN,辽宁省,210000,葫芦岛市,211400,南票区,211404,,,
中国,CN,辽宁省,210000,葫芦岛市,211400,绥中县,211421,,,
中国,CN,辽宁省,210000,葫芦岛市,211400,建昌县,211422,,,
中国,CN,辽宁省,210000,葫芦岛市,211400,兴城市,211481,,,
中国,CN,吉林省,220000,长春市,220100,南关区,220102,,,
中国,CN,吉林省,220000,长春市,220100,宽城区,220103,,,
中国,CN,吉林省,220000,长春市,220100,朝阳区,220104,,,
中国,CN,吉林省,220000,长春市,220100,二道区,220105,,,
中国,CN,吉林省,220000,长春市,220100,绿园区,220106,,,
中国,CN,吉林省,220000,长春市,220100,双阳区,220112,,,
中国,CN,吉林省,220000,长春市,220100,九台区,220113,,,
中国,CN,吉林省,220000,长春市,220100,农安县,220122,,,
中国,CN,吉林省,220000,长春市,220100,榆树市,220182,,,
中国,CN,吉林省,220000,长春市,220100,德惠市,220183,,,
中国,CN,吉林省,220000,吉林市,220200,昌邑区,220202,,,
中国,CN,吉林省,220000,吉林市,220200,龙潭区,220203,,,
中国,CN,吉林省,220000,吉林市,220200,船营区,220204,,,
中国,CN,吉林省,220000,吉林市,220200,丰满区,220211,,,
中国,CN,吉林省,220000,吉林市,220200,永吉县,220221,,,
中国,CN,吉林省,220000,吉林市,220200,蛟河市,220281,,,
中国,CN,吉林省,220000,吉林市,220200,桦甸市,220282,,,
中国,CN,吉林省,220000,吉林市,220200,舒兰市,220283,,,
中国,CN,吉林省,220000,吉林市,220200,磐石市,220284,,,
中国,CN,吉林省,220000,四平市,220300,铁西区,220302,,,
中国,CN,吉林省,220000,四平市,220300,铁东区,220303,,,
中国,CN,吉林省,220000,四平市,220300,梨树县,220322,,,
中国,CN,吉林省,220000,四平市,220300,伊通满族自治县,220323,,,
中国,CN,吉林省,220000,四平市,220300,公主岭市,220381,,,
中国,CN,吉林省,220000,四平市,220300,双辽市,220382,,,
中国,CN,吉林省,220000,辽源市,220400,龙山区,220402,,,
中国,CN,吉林省,220000,辽源市,220400,西安区,220403,,,
中国,CN,吉林省,220000,辽源市,220400,东丰县,220421,,,
中国,CN,吉林省,220000,辽源市,220400,东辽县,220422,,,
中国,CN,吉林省,220000,通化市,220500,东昌区,220502,,,
中国,CN,吉林省,220000,通化市,220500,二道江区,220503,,,
中国,CN,吉林省,220000,通化市,220500,通化县,220521,,,
中国,CN,吉林省,220000,通化市,220500,辉南县,220523,,,
中国,CN,吉林省,220000,通化市,220500,柳河县,220524,,,
中国,CN,吉林省,220000,通化市,220500,梅河口市,220581,,,
中国,CN,吉林省,220000,通化市,220500,集安市,220582,,,
中国,CN,吉林省,220000,白山市,220600,浑江区,220602,,,
中国,CN,吉林省,220000,白山市,220600,江源区,220605,,,
中国,CN,吉林省,220000,白山市,220600,抚松县,220621,,,
中国,CN,吉林省,220000,白山市,220600,靖宇县,220622,,,
中国,CN,吉林省,220000,白山市,220600,长白朝鲜族自治县,220623,,,
中国,CN,吉林省,220000,白山市,220600,临江市,220681,,,
中国,CN,吉林省,220000,松原市,220700,宁江区,220702,,,
中国,CN,吉林省,220000,松原市,220700,前郭尔罗斯蒙古族自治县,220721,,,
中国,CN,吉林省,220000,松原市,220700,长岭县,220722,,,
中国,CN,吉林省,220000,松原市,220700,乾安县,220723,,,
中国,CN,吉林省,220000,松原市,220700,扶余市,220781,,,
中国,CN,吉林省,220000,白城市,220800,洮北区,220802,,,
中国,CN,吉林省,220000,白城市,220800,镇赉县,220821,,,
中国,CN,吉林省,220000,白城市,220800,通榆县,220822,,,
中国,CN,吉林省,220000,白城市,220800,洮南市,220881,,,
中国,CN,吉林省,220000,白城市,220800,大安市,220882,,,
中国,CN,吉林省,220000,延边朝鲜族自治州,222400,延吉市,222401,,,
中国,CN,吉林省,220000,延边朝鲜族自治州,222400,图们市,222402,,,
中国,CN,吉林省,220000,延边朝鲜族自治州,222400,敦化市,222403,,,
中国,CN,吉林省,220000,延边朝鲜族自治州,222400,珲春市,222404,,,
中国,CN,吉林省,220000,延边朝鲜族自治州,222400,龙井市,222405,,,
中国,CN,吉林省,220000,延边朝鲜族自治州,222400,和龙市,222406,,,
中国,CN,吉林省,220000,延边朝鲜族自治州,222400,汪清县,222424,,,
中国,CN,吉林省,220000,延边朝鲜族自治州,222400,安图县,222426,,,
中国,CN,黑龙江省,230000,哈尔滨市,230100,道里区,230102,,,
中国,CN,黑龙江省,230000,哈尔滨市,230100,南岗区,230103,,,
中国,CN,黑龙江省,230000,哈尔滨市,230100,道外区,230104,,,
中国,CN,黑龙江省,230000,哈尔滨市,230100,平房区,230108,,,
中国,CN,黑龙江省,230000,哈尔滨市,230100,松北区,230109,,,
中国,CN,黑龙江省,230000,哈尔滨市,230100,香坊区,230110,,,
中国,CN,黑龙江省,230000,哈尔滨市,230100,呼兰区,230111,,,
中国,CN,黑龙江省,230000,哈尔滨市,230100,阿城区,230112,,,
中国,CN,黑龙江省,230000,哈尔滨市,230100,双城区,230113,,,
中国,CN,黑龙江省,230000,哈尔滨市,230100,依兰县,230123,,,
中国,CN,黑龙江省,230000,哈尔滨市,230100,方正县,230124,,,
中国,CN,黑龙江省,230000,哈尔滨市,230100,宾县,230125,,,
中国,CN,黑龙江省,230000,哈尔滨市,230100,巴彦县,230126,,,
中国,CN,黑龙江省,230000,哈尔滨市,230100,木兰县,230127,,,
中国,CN,黑龙江省,230000,哈尔滨市,230100,通河县,230128,,,
中国,CN,黑龙江省,230000,哈尔滨市,230100,延寿县,230129,,,
中国,CN,黑龙江省,230000,哈尔滨市,230100,尚志市,230183,,,
中国,CN,黑龙江省,230000,哈尔滨市,230100,五常市,230184,,,
中国,CN,黑龙江省,230000,齐齐哈尔市,230200,龙沙区,230202,,,
中国,CN,黑龙江省,230000,齐齐哈尔市,230200,建华区,230203,,,
中国,CN,黑龙江省,230000,齐齐哈尔市,230200,铁锋区,230204,,,
中国,CN,黑龙江省,230000,齐齐哈尔市,230200,昂昂溪区,230205,,,
中国,CN,黑龙江省,230000,齐齐哈尔市,230200,富拉尔基区,230206,,,
中国,CN,黑龙江省,230000,齐齐哈尔市,230200,碾子山区,230207,,,
中国,CN,黑龙江省,230000,齐齐哈尔市,230200,梅里斯达斡尔族区,230208,,,
中国,CN,黑龙江省,230000,齐齐哈尔市,230200,龙江县,230221,,,
中国,CN,黑龙江省,230000,齐齐哈尔市,230200,依安县,230223,,,
中国,CN,黑龙江省,230000,齐齐哈尔市,230200,泰来县,230224,,,
中国,CN,黑龙江省,230000,齐齐哈尔市,230200,甘南县,230225,,,
中国,CN,黑龙江省,230000,齐齐哈尔市,230200,富裕县,230227,,,
中国,CN,黑龙江省,230000,齐齐哈尔市,230200,克山县,230229,,,
中国,CN,黑龙江省,230000,齐齐哈尔市,230200,克东县,230230,,,
中国,CN,黑龙江省,230000,齐齐哈尔市,230200,拜泉县,230231,,,
中国,CN,黑龙江省,230000,齐齐哈尔市,230200,讷河市,230281,,,
中国,CN,黑龙江省,230000,鸡西市,230300,鸡冠区,230302,,,
中国,CN,黑龙江省,230000,鸡西市,230300,恒山区,230303,,,
中国,CN,黑龙江省,230000,鸡西市,230300,滴道区,230304,,,
中国,CN,黑龙江省,230000,鸡西市,230300,梨树区,230305,,,
中国,CN,黑龙江省,230000,鸡西市,230300,城子河区,230306,,,
中国,CN,黑龙江省,230000,鸡西市,230300,麻山区,230307,,,
中国,CN,黑龙江省,230000,鸡西市,230300,鸡东县,230321,,,
中国,CN,黑龙江省,230000,鸡西市,230300,虎林市,230381,,,
中国,CN,黑龙江省,230000,鸡西市,230300,密山市,230382,,,
中国,CN,黑龙江省,230000,鹤岗市,230400,向阳区,230402,,,
中国,CN,黑龙江省,230000,鹤岗市,230400,工农区,230403,,,
中国,CN,黑龙江省,230000,鹤岗市,230400,南山区,230404,,,
中国,CN,黑龙江省,230000,鹤岗市,230400,兴安区,230405,,,
中国,CN,黑龙江省,230000,鹤岗市,230400,东山区,230406,,,
中国,CN,黑龙江省,230000,鹤岗市,230400,兴山区,230407,,,
中国,CN,黑龙江省,230000,鹤岗市,230400,萝北县,230421,,,
中国,CN,黑龙江省,230000,鹤岗市,230400,绥滨县,230422,,,
中国,CN,黑龙江省,230000,双鸭山市,230500,尖山区,230502,,,
中国,CN,黑龙江省,230000,双鸭山市,230500,岭东区,230503,,,
中国,CN,黑龙江省,230000,双鸭山市,230500,四方台区,230505,,,
中国,CN,黑龙江省,230000,双鸭山市,230500,宝山区,230506,,,
中国,CN,黑龙江省,230000,双鸭山市,230500,集贤县,230521,,,
中国,CN,黑龙江省,230000,双鸭山市,230500,友谊县,230522,,,
中国,CN,黑龙江省,230000,双鸭山市,230500,宝清县,230523,,,
中国,CN,黑龙江省,230000,双鸭山市,230500,饶河县,230524,,,
中国,CN,黑龙江省,230000,大庆市,230600,萨尔图区,230602,,,
中国,CN,黑龙江省,230000,大庆市,230600,龙凤区,230603,,,
中国,CN,黑龙江省,230000,大庆市,230600,让胡路区,230604,,,
中国,CN,黑龙江省,230000,大庆市,230600,红岗区,230605,,,
中国,CN,黑龙江省,230000,大庆市,230600,大同区,230606,,,
中国,CN,黑龙江省,230000,大庆市,230600,肇州县,230621,,,
中国,CN,黑龙江省,230000,大庆市,230600,肇源县,230622,,,
中国,CN,黑龙江省,230000,大庆市,230600,林甸县,230623,,,
中国,CN,黑龙江省,230000,大庆市,230600,杜尔伯特蒙古族自治县,230624,,,
中国,CN,黑龙江省,230000,伊春市,230700,伊春区,230702,,,
中国,CN,黑龙江省,230000,伊春市,230700,南岔区,230703,,,
中国,CN,黑龙江省,230000,伊春市,230700,友好区,230704,,,
中国,CN,黑龙江省,230000,伊春市,230700,西林区,230705,,,
中国,CN,黑龙江省,230000,伊春市,230700,翠峦区,230706,,,
中国,CN,黑龙江省,230000,伊春市,230700,新青区,230707,,,
中国,CN,黑龙江省,230000,伊春市,230700,美溪区,230708,,,
中国,CN,黑龙江省,230000,伊春市,230700,金山屯区,230709,,,
中国,CN,黑龙江省,230000,伊春市,230700,五营区,230710,,,
中国,CN,黑龙江省,230000,伊春市,230700,乌马河区,230711,,,
中国,CN,黑龙江省,230000,伊春市,230700,汤旺河区,230712,,,
中国,CN,黑龙江省,230000,伊春市,230700,带岭区,230713,,,
中国,CN,黑龙江省,230000,伊春市,230700,乌伊岭区,230714,,,
中国,CN,黑龙江省,230000,伊春市,230700,红星区,230715,,,
中国,CN,黑龙江省,230000,伊春市,230700,上甘岭区,230716,,,
中国,CN,黑龙江省,230000,伊春市,230700,嘉荫县,230722,,,
中国,CN,黑龙江省,230000,伊春市,230700,铁力市,230781,,,
中国,CN,黑龙江省,230000,佳木斯市,230800,向阳区,230803,,,
中国,CN,黑龙江省,230000,佳木斯市,230800,前进区,230804,,,
中国,CN,黑龙江省,230000,佳木斯市,230800,东风区,230805,,,
中国,CN,黑龙江省,230000,佳木斯市,230800,郊区,230811,,,
中国,CN,黑龙江省,230000,佳木斯市,230800,桦南县,230822,,,
中国,CN,黑龙江省,230000,佳木斯市,230800,桦川县,230826,,,
中国,CN,黑龙江省,230000,佳木斯市,230800,汤原县,230828,,,
中国,CN,黑龙江省,230000,佳木斯市,230800,同江市,230881,,,
中国,CN,黑龙江省,230000,佳木斯市,230800,富锦市,230882,,,
中国,CN,黑龙江省,230000,佳木斯市,230800,抚远市,230883,,,
中国,CN,黑龙江省,230000,七台河市,230900,新兴区,230902,,,
中国,CN,黑龙江省,230000,七台河市,230900,桃山区,230903,,,
中国,CN,黑龙江省,230000,七台河市,230900,茄子河区,230904,,,
中国,CN,黑龙江省,230000,七台河市,230900,勃利县,230921,,,
中国,CN,黑龙江省,230000,牡丹江市,231000,东安区,231002,,,
中国,CN,黑龙江省,230000,牡丹江市,231000,阳明区,231003,,,
中国,CN,黑龙江省,230000,牡丹江市,231000,爱民区,231004,,,
中国,CN,黑龙江省,230000,牡丹江市,231000,西安区,231005,,,
中国,CN,黑龙江省,230000,牡丹江市,231000,林口县,231025,,,
中国,CN,黑龙江省,230000,牡丹江市,231000,绥芬河市,231081,,,
中国,CN,黑龙江省,230000,牡丹江市,231000,海林市,231083,,,
中国,CN,黑龙江省,230000,牡丹江市,231000,宁安市,231084,,,
中国,CN,黑龙江省,230000,牡丹江市,231000,穆棱市,231085,,,
中国,CN,黑龙江省,230000,牡丹江市,231000,东宁市,231086,,,
中国,CN,黑龙江省,230000,黑河市,231100,爱辉区,231102,,,
中国,CN,黑龙江省,230000,黑河市,231100,嫩江县,231121,,,
中国,CN,黑龙江省,230000,黑河市,231100,逊克县,231123,,,
中国,CN,黑龙江省,230000,黑河市,231100,孙吴县,231124,,,
中国,CN,黑龙江省,230000,黑河市,231100,北安市,231181,,,
中国,CN,黑龙江省,230000,黑河市,231100,五大连池市,231182,,,
中国,CN,黑龙江省,230000,绥化市,231200,北林区,231202,,,
中国,CN,黑龙江省,230000,绥化市,231200,望奎县,231221,,,
中国,CN,黑龙江省,230000,绥化市,231200,兰西县,231222,,,
中国,CN,黑龙江省,230000,绥化市,231200,青冈县,231223,,,
中国,CN,黑龙江省,230000,绥化市,231200,庆安县,231224,,,
中国,CN,黑龙江省,230000,绥化市,231200,明水县,231225,,,
中国,CN,黑龙江省,230000,绥化市,231200,绥棱县,231226,,,
中国,CN,黑龙江省,230000,绥化市,231200,安达市,231281,,,
中国,CN,黑龙江省,230000,绥化市,231200,肇东市,231282,,,
中国,CN,黑龙江省,230000,绥化市,231200,海伦市,231283,,,
中国,CN,黑龙江省,230000,大兴安岭地区,232700,漠河市,232701,,,
中国,CN,黑龙江省,230000,大兴安岭地区,232700,呼玛县,232721,,,
中国,CN,黑龙江省,230000,大兴安岭地区,232700,塔河县,232722,,,
中国,CN,上海,310000,上海市,310100,黄浦区,310101,,,
中国,CN,上海,310000,上海市,310100,徐汇区,310104,,,
中国,CN,上海,310000,上海市,310100,长宁区,310105,,,
中国,CN,上海,310000,上海市,310100,静安区,310106,,,
中国,CN,上海,310000,上海市,310100,普陀区,310107,,,
中国,CN,上海,310000,上海市,310100,虹口区,310109,,,
中国,CN,上海,310000,上海市,310100,杨浦区,310110,,,
中国,CN,上海,310000,上海市,310100,闵行区,310112,,,
中国,CN,上海,310000,上海市,310100,宝山区,310113,,,
中国,CN,上海,310000,上海市,310100,嘉定区,310114,,,
中国,CN,上海,310000,上海市,310100,浦东新区,310115,,,
中国,CN,上海,310000,上海市,310100,金山区,310116,,,
中国,CN,上海,310000,上海市,310100,松江区,310117,,,
中国,CN,上海,310000,上海市,310100,青浦区,310118,,,
中国,CN,上海,310000,上海市,310100,奉贤区,310120,,,
中国,CN,上海,310000,上海市,310100,崇明区,310151,,,
中国,CN,江苏省,320000,南京市,320100,玄武区,320102,,,
中国,CN,江苏省,320000,南京市,320100,秦淮区,320104,,,
中国,CN,江苏省,320000,南京市,320100,建邺区,320105,,,
中国,CN,江苏省,320000,南京市,320100,鼓楼区,320106,,,
中国,CN,江苏省,320000,南京市,320100,浦口区,320111,,,
中国,CN,江苏省,320000,南京市,320100,栖霞区,320113,,,
中国,CN,江苏省,320000,南京市,320100,雨花台区,320114,,,
中国,CN,江苏省,320000,南京市,320100,江宁区,320115,,,
中国,CN,江苏省,320000,南京市,320100,六合区,320116,,,
中国,CN,江苏省,320000,南京市,320100,溧水区,320117,,,
中国,CN,江苏省,320000,南京市,320100,高淳区,320118,,,
中国,CN,江苏省,320000,无锡市,320200,锡山区,320205,,,
中国,CN,江苏省,320000,无锡市,320200,惠山区,320206,,,
中国,CN,江苏省,320000,无锡市,320200,滨湖区,320211,,,
中国,CN,江苏省,320000,无锡市,320200,梁溪区,320213,,,
中国,CN,江苏省,320000,无锡市,320200,新吴区,320214,,,
中国,CN,江苏省,320000,无锡市,320200,江阴市,320281,,,
中国,CN,江苏省,320000,无锡市,320200,宜兴市,320282,,,
中国,CN,江苏省,320000,徐州市,320300,鼓楼区,320302,,,
中国,CN,江苏省,320000,徐州市,320300,云龙区,320303,,,
中国,CN,江苏省,320000,徐州市,320300,贾汪区,320305,,,
中国,CN,江苏省,320000,徐州市,320300,泉山区,320311,,,
中国,CN,江苏省,320000,徐州市,320300,铜山区,320312,,,
中国,CN,江苏省,320000,徐州市,320300,丰县,320321,,,
中国,CN,江苏省,320000,徐州市,320300,沛县,320322,,,
中国,CN,江苏省,320000,徐州市,320300,睢宁县,320324,,,
中国,CN,江苏省,320000,徐州市,320300,新沂市,320381,,,
中国,CN,江苏省,320000,徐州市,320300,邳州市,320382,,,
中国,CN,江苏省,320000,常州市,320400,天宁区,320402,,,
中国,CN,江苏省,320000,常州市,320400,钟楼区,320404,,,
中国,CN,江苏省,320000,常州市,320400,新北区,320411,,,
中国,CN,江苏省,320000,常州市,320400,武进区,320412,,,
中国,CN,江苏省,320000,常州市,320400,金坛区,320413,,,
中国,CN,江苏省,320000,常州市,320400,溧阳市,320481,,,
中国,CN,江苏省,320000,苏州市,320500,虎丘区,320505,,,
中国,CN,江苏省,320000,苏州市,320500,吴中区,320506,,,
中国,CN,江苏省,320000,苏州市,320500,相城区,320507,,,
中国,CN,江苏省,320000,苏州市,320500,姑苏区,320508,,,
中国,CN,江苏省,320000,苏州市,320500,吴江区,320509,,,
中国,CN,江苏省,320000,苏州市,320500,常熟市,320581,,,
中国,CN,江苏省,320000,苏州市,320500,张家港市,320582,,,
中国,CN,江苏省,320000,苏州市,320500,昆山市,320583,,,
中国,CN,江苏省,320000,苏州市,320500,太仓市,320585,,,
中国,CN,江苏省,320000,南通市,320600,崇川区,320602,,,
中国,CN,江苏省,320000,南通市,320600,港闸区,320611,,,
中国,CN,江苏省,320000,南通市,320600,通州区,320612,,,
中国,CN,江苏省,320000,南通市,320600,如东县,320623,,,
中国,CN,江苏省,320000,南通市,320600,启东市,320681,,,
中国,CN,江苏省,320000,南通市,320600,如皋市,320682,,,
中国,CN,江苏省,320000,南通市,320600,海门市,320684,,,
中国,CN,江苏省,320000,南通市,320600,海安市,320685,,,
中国,CN,江苏省,320000,连云港市,320700,连云区,320703,,,
中国,CN,江苏省,320000,连云港市,320700,海州区,320706,,,
中国,CN,江苏省,320000,连云港市,320700,赣榆区,320707,,,
中国,CN,江苏省,320000,连云港市,320700,东海县,320722,,,
中国,CN,江苏省,320000,连云港市,320700,灌云县,320723,,,
中国,CN,江苏省,320000,连云港市,320700,灌南县,320724,,,
中国,CN,江苏省,320000,淮安市,320800,淮安区,320803,,,
中国,CN,江苏省,320000,淮安市,320800,淮阴区,320804,,,
中国,CN,江苏省,320000,淮安市,320800,清江浦区,320812,,,
中国,CN,江苏省,320000,淮安市,320800,洪泽区,320813,,,
中国,CN,江苏省,320000,淮安市,320800,涟水县,320826,,,
中国,CN,江苏省,320000,淮安市,320800,盱眙县,320830,,,
中国,CN,江苏省,320000,淮安市,320800,金湖县,320831,,,
中国,CN,江苏省,320000,盐城市,320900,亭湖区,320902,,,
中国,CN,江苏省,320000,盐城市,320900,盐都区,320903,,,
中国,CN,江苏省,320000,盐城市,320900,大丰区,320904,,,
中国,CN,江苏省,320000,盐城市,320900,响水县,320921,,,
中国,CN,江苏省,320000,盐城市,320900,滨海县,320922,,,
中国,CN,江苏省,320000,盐城市,320900,阜宁县,320923,,,
中国,CN,江苏省,320000,盐城市,320900,射阳县,320924,,,
中国,CN,江苏省,320000,盐城市,320900,建湖县,320925,,,
中国,CN,江苏省,320000,盐城市,320900,东台市,320981,,,
中国,CN,江苏省,320000,扬州市,321000,广陵区,321002,,,
中国,CN,江苏省,320000,扬州市,321000,邗江区,321003,,,
中国,CN,江苏省,320000,扬州市,321000,江都区,321012,,,
中国,CN,江苏省,320000,扬州市,321000,宝应县,321023,,,
中国,CN,江苏省,320000,扬州市,321000,仪征市,321081,,,
中国,CN,江苏省,320000,扬州市,321000,高邮市,321084,,,
中国,CN,江苏省,320000,镇江市,321100,京口区,321102,,,
中国,CN,江苏省,320000,镇江市,321100,润州区,321111,,,
中国,CN,江苏省,320000,镇江市,321100,丹徒区,321112,,,
中国,CN,江苏省,320000,镇江市,321100,丹阳市,321181,,,
中国,CN,江苏省,320000,镇江市,321100,扬中市,321182,,,
中国,CN,江苏省,320000,镇江市,321100,句容市,321183,,,
中国,CN,江苏省,320000,泰州市,321200,海陵区,321202,,,
中国,CN,江苏省,320000,泰州市,321200,高港区,321203,,,
中国,CN,江苏省,320000,泰州市,321200,姜堰区,321204,,,
中国,CN,江苏省,320000,泰州市,321200,兴化市,321281,,,
中国,CN,江苏省,320000,泰州市,321200,靖江市,321282,,,
中国,CN,江苏省,320000,泰州市,321200,泰兴市,321283,,,
中国,CN,江苏省,320000,宿迁市,321300,宿城区,321302,,,
中国,CN,江苏省,320000,宿迁市,321300,宿豫区,321311,,,
中国,CN,江苏省,320000,宿迁市,321300,沭阳县,321322,,,
中国,CN,江苏省,320000,宿迁市,321300,泗阳县,321323,,,
中国,CN,江苏省,320000,宿迁市,321300,泗洪县,321324,,,
中国,CN,浙江省,330000,杭州市,330100,上城区,330102,,,
中国,CN,浙江省,330000,杭州市,330100,下城区,330103,,,
中国,CN,浙江省,330000,杭州市,330100,江干区,330104,,,
中国,CN,浙江省,330000,杭州市,330100,拱墅区,330105,,,
中国,CN,浙江省,330000,杭州市,330100,西湖区,330106,,,
中国,CN,浙江省,330000,杭州市,330100,滨江区,330108,,,
中国,CN,浙江省,330000,杭州市,330100,萧山区,330109,,,
中国,CN,浙江省,330000,杭州市,330100,余杭区,330110,,,
中国,CN,浙江省,330000,杭州市,330100,富阳区,330111,,,
中国,CN,浙江省,330000,杭州市,330100,临安区,330112,,,
中国,CN,浙江省,330000,杭州市,330100,桐庐县,330122,,,
中国,CN,浙江省,330000,杭州市,330100,淳安县,330127,,,
中国,CN,浙江省,330000,杭州市,330100,建德市,330182,,,
中国,CN,浙江省,330000,宁波市,330200,海曙区,330203,,,
中国,CN,浙江省,330000,宁波市,330200,江北区,330205,,,
中国,CN,浙江省,330000,宁波市,330200,北仑区,330206,,,
中国,CN,浙江省,330000,宁波市,330200,镇海区,330211,,,
中国,CN,浙江省,330000,宁波市,330200,鄞州区,330212,,,
中国,CN,浙江省,330000,宁波市,330200,奉化区,330213,,,
中国,CN,浙江省,330000,宁波市,330200,象山县,330225,,,
中国,CN,浙江省,330000,宁波市,330200,宁海县,330226,,,
中国,CN,浙江省,330000,宁波市,330200,余姚市,330281,,,
中国,CN,浙江省,330000,宁波市,330200,慈溪市,330282,,,
中国,CN,浙江省,330000,温州市,330300,鹿城区,330302,,,
中国,CN,浙江省,330000,温州市,330300,龙湾区,330303,,,
中国,CN,浙江省,330000,温州市,330300,瓯海区,330304,,,
中国,CN,浙江省,330000,温州市,330300,洞头区,330305,,,
中国,CN,浙江省,330000,温州市,330300,永嘉县,330324,,,
中国,CN,浙江省,330000,温州市,330300,平阳县,330326,,,
中国,CN,浙江省,330000,温州市,330300,苍南县,330327,,,
中国,CN,浙江省,330000,温州市,330300,文成县,330328,,,
中国,CN,浙江省,330000,温州市,330300,泰顺县,330329,,,
中国,CN,浙江省,330000,温州市,330300,瑞安市,330381,,,
中国,CN,浙江省,330000,温州市,330300,乐清市,330382,,,
中国,CN,浙江省,330000,嘉兴市,330400,南湖区,330402,,,
中国,CN,浙江省,330000,嘉兴市,330400,秀洲区,330411,,,
中国,CN,浙江省,330000,嘉兴市,330400,嘉善县,330421,,,
中国,CN,浙江省,330000,嘉兴市,330400,海盐县,330424,,,
中国,CN,浙江省,330000,嘉兴市,330400,海宁市,330481,,,
中国,CN,浙江省,330000,嘉兴市,330400,平湖市,330482,,,
中国,CN,浙江省,330000,嘉兴市,330400,桐乡市,330483,,,
中国,CN,浙江省,330000,湖州市,330500,吴兴区,330502,,,
中国,CN,浙江省,330000,湖州市,330500,南浔区,330503,,,
中国,CN,浙江省,330000,湖州市,330500,德清县,330521,,,
中国,CN,浙江省,330000,湖州市,330500,长兴县,330522,,,
中国,CN,浙江省,330000,湖州市,330500,安吉县,330523,,,
中国,CN,浙江省,330000,绍兴市,330600,越城区,330602,,,
